pet_id,birth_day,age,gender,country,registration_date,housing_type,outdoor_space,family_type,hours_available,weekend_time,experience_level,training_ability,activity_level,noise_tolerance,budget_level,maintenance_tolerance,size_preference,grooming_tolerance,energy_preference,affection_preference,animal_type,breed
PET_086997,2012-01-23,14,Female,Japan,2012-09-14,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,high,very_affectionate,rabbit,Mini Rex
PET_086848,2014-07-26,12,Male,Germany,2014-10-06,farm,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087343,2017-08-14,9,Male,United Arab Emirates,2017-11-24,house,balcony,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087297,2012-04-30,14,Male,United States,2012-11-13,apartment,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087597,2024-11-25,2,Female,United Arab Emirates,2025-05-30,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087313,2014-01-25,12,Male,Australia,2014-07-13,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086417,2019-03-23,7,Male,Australia,2019-08-06,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086871,2017-04-13,9,Male,Canada,2017-09-28,house,large_yard,family_with_children,medium,medium,beginner,high,medium,low,medium,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087238,2024-05-18,2,Male,United States,2025-04-25,apartment,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087450,2020-06-10,6,Female,Canada,2020-09-13,farm,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086421,2015-06-19,11,Female,United States,2015-07-30,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087373,2012-07-31,14,Female,Canada,2013-05-01,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086444,2022-02-16,4,Female,United Kingdom,2022-04-28,house,none,family_with_children,medium,medium,intermediate,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086863,2013-07-21,13,Female,Japan,2014-04-29,house,balcony,family_with_children,medium,medium,expert,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087080,2018-04-22,8,Female,Canada,2019-04-17,house,garden,family_with_children,medium,medium,beginner,high,medium,high,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086434,2014-08-19,12,Female,United Kingdom,2015-04-08,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086602,2025-02-23,1,Female,United States,2025-05-23,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086920,2024-07-06,2,Female,United Arab Emirates,2025-05-06,apartment,none,couple,medium,medium,beginner,high,medium,low,low,low,small,high,medium,very_affectionate,rabbit,Mini Rex
PET_086908,2025-07-04,1,Male,United Arab Emirates,2026-05-08,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086763,2014-08-06,12,Male,Japan,2015-04-13,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086866,2017-05-09,9,Male,United Kingdom,2018-03-01,apartment,balcony,couple,medium,medium,beginner,medium,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086939,2012-09-15,14,Female,Australia,2013-02-21,house,garden,alone,medium,medium,beginner,high,medium,low,medium,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086654,2014-10-13,12,Female,United Kingdom,2015-03-15,farm,large_yard,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086867,2014-09-19,12,Female,Australia,2015-08-22,house,balcony,family_with_children,medium,medium,beginner,high,medium,high,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087572,2020-05-05,6,Male,Japan,2021-02-22,house,garden,couple,high,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086468,2014-07-25,12,Female,Canada,2015-04-13,apartment,large_yard,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087496,2017-09-21,9,Male,Canada,2018-03-27,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087211,2025-07-26,1,Female,United Arab Emirates,2026-03-07,house,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086732,2020-03-28,6,Female,Australia,2021-01-16,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,medium,low,medium,very_affectionate,rabbit,Mini Rex
PET_087570,2019-10-22,7,Male,United Kingdom,2020-08-27,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087455,2021-10-01,5,Male,United Kingdom,2022-08-27,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086995,2022-08-22,4,Male,Canada,2022-11-20,apartment,garden,couple,medium,medium,beginner,high,medium,low,medium,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086933,2013-10-15,13,Male,Australia,2014-02-02,apartment,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087588,2020-06-15,6,Male,Japan,2021-06-02,apartment,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087404,2021-05-16,5,Female,Japan,2022-03-14,apartment,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,high,very_affectionate,rabbit,Mini Rex
PET_087221,2015-10-09,11,Male,Australia,2016-02-17,house,none,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086607,2019-05-30,7,Male,Australia,2019-08-25,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086967,2015-10-02,11,Male,Japan,2016-04-22,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086694,2023-09-02,3,Male,Japan,2023-10-21,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087281,2016-03-09,10,Male,Japan,2016-08-29,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087149,2016-11-11,10,Female,Germany,2017-02-13,house,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,high,medium,very_affectionate,rabbit,Mini Rex
PET_086737,2013-10-04,13,Female,United Arab Emirates,2014-09-12,house,garden,couple,medium,medium,intermediate,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087567,2017-03-14,9,Male,Saudi Arabia,2017-09-12,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086989,2022-10-22,4,Female,United States,2023-09-13,apartment,large_yard,family_with_children,medium,high,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087395,2016-05-31,10,Female,Saudi Arabia,2016-11-05,apartment,garden,alone,medium,medium,beginner,high,medium,low,low,low,large,low,medium,very_affectionate,rabbit,Mini Rex
PET_087091,2012-12-07,14,Female,Australia,2013-06-11,house,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086472,2016-04-15,10,Female,Canada,2017-03-04,apartment,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087430,2013-02-05,13,Female,Saudi Arabia,2013-03-12,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086600,2017-03-20,9,Female,Japan,2017-10-08,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087068,2022-03-31,4,Male,United States,2022-08-09,apartment,balcony,family_with_children,medium,medium,beginner,high,low,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087426,2018-11-18,8,Female,Germany,2019-06-21,house,garden,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,balanced,rabbit,Mini Rex
PET_086467,2015-04-15,11,Female,Japan,2015-09-08,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086887,2015-07-04,11,Male,Canada,2015-10-22,apartment,none,family_with_children,low,medium,beginner,high,medium,low,medium,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086829,2024-06-17,2,Male,Germany,2024-08-06,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087354,2021-09-26,5,Male,Japan,2022-03-24,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086768,2017-05-11,9,Male,United Arab Emirates,2017-10-19,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087267,2015-10-27,11,Female,Canada,2016-02-10,farm,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086769,2015-03-28,11,Female,Australia,2015-09-29,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087442,2019-11-18,7,Female,United Kingdom,2020-01-20,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086557,2017-04-25,9,Male,Saudi Arabia,2018-04-25,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087240,2023-12-23,3,Male,United States,2024-02-02,apartment,balcony,couple,medium,high,beginner,high,medium,low,medium,low,small,low,medium,independent,rabbit,Mini Rex
PET_087332,2016-09-14,10,Male,Germany,2017-04-25,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087051,2025-12-23,1,Female,Japan,2026-05-11,apartment,large_yard,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087114,2021-10-03,5,Male,Saudi Arabia,2022-10-01,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086850,2017-08-03,9,Male,United States,2018-04-29,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087194,2018-12-19,8,Female,Canada,2019-01-31,apartment,none,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087549,2022-11-20,4,Female,Saudi Arabia,2023-07-25,apartment,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086516,2022-12-07,4,Female,Canada,2023-08-31,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,medium,low,medium,very_affectionate,rabbit,Mini Rex
PET_087447,2025-12-14,1,Female,Canada,2026-03-28,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,medium,medium,very_affectionate,rabbit,Mini Rex
PET_087012,2013-11-29,13,Female,Germany,2014-10-10,house,none,couple,medium,medium,beginner,medium,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086625,2017-04-27,9,Female,Canada,2017-11-24,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,high,medium,very_affectionate,rabbit,Mini Rex
PET_087465,2020-09-19,6,Male,Australia,2021-02-12,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087099,2019-05-12,7,Female,Canada,2019-12-02,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087578,2024-09-09,2,Female,Canada,2025-05-10,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086663,2024-07-14,2,Male,United Kingdom,2024-12-07,apartment,none,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086638,2017-06-14,9,Male,Canada,2018-04-16,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086884,2020-06-09,6,Female,Japan,2020-09-03,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087548,2013-02-16,13,Male,Germany,2013-04-05,house,large_yard,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086940,2020-01-26,6,Female,Germany,2021-01-19,apartment,garden,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086554,2015-09-21,11,Female,Canada,2016-07-09,house,none,alone,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086792,2016-11-06,10,Male,United Kingdom,2017-08-22,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,large,low,medium,very_affectionate,rabbit,Mini Rex
PET_086877,2025-12-18,1,Female,Saudi Arabia,2026-05-29,house,balcony,family_with_children,medium,medium,intermediate,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087076,2016-07-11,10,Male,Canada,2016-11-04,apartment,large_yard,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,balanced,rabbit,Mini Rex
PET_087093,2021-03-14,5,Female,Saudi Arabia,2022-01-28,house,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087175,2022-11-19,4,Female,Canada,2023-11-03,house,garden,family_with_children,medium,high,beginner,high,medium,medium,high,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_086831,2025-01-21,1,Male,Canada,2025-10-09,farm,none,family_with_children,medium,medium,beginner,high,medium,low,medium,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087341,2021-09-29,5,Male,United States,2022-05-09,house,balcony,couple,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087243,2021-01-19,5,Male,Saudi Arabia,2021-07-14,apartment,garden,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
PET_087007,2015-08-16,11,Female,Japan,2016-04-28,house,none,family_with_children,medium,medium,beginner,high,medium,low,low,low,small,low,medium,very_affectionate,rabbit,Mini Rex
